message;severity;node;stamp;topics;location
"Could not get transform from robot_footprint to camera_depth_optical_frame after 0.200000 seconds (for stamp=426.298000)! Error=\"canTransform: source_frame camera_depth_optical_frame does not exist.. canTransform returned after 0.2 timeout was 0.2.\".";"4";"/rtabmap/rtabmap";"426.914000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:Transform rtabmap_ros::getTransform:1081"
"Could not convert rgb/depth msgs! Aborting rtabmap update...";"8";"/rtabmap/rtabmap";"413.928000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/CoreWrapper.cpp:CoreWrapper::commonDepthCallbackImpl:1031"
"TF of received image 0 at time 413.307000s is not set!";"8";"/rtabmap/rtabmap";"413.928000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:convertRGBDMsgs:1217"
"Could not get transform from robot_footprint to camera_depth_optical_frame after 0.200000 seconds (for stamp=413.307000)! Error=\"canTransform: source_frame camera_depth_optical_frame does not exist.. canTransform returned after 0.202 timeout was 0.2.\".";"4";"/rtabmap/rtabmap";"413.928000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:Transform rtabmap_ros::getTransform:1081"
"Could not convert rgb/depth msgs! Aborting rtabmap update...";"8";"/rtabmap/rtabmap";"412.517000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/CoreWrapper.cpp:CoreWrapper::commonDepthCallbackImpl:1031"
"TF of received image 0 at time 411.885000s is not set!";"8";"/rtabmap/rtabmap";"412.517000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:convertRGBDMsgs:1217"
"Could not get transform from robot_footprint to camera_depth_optical_frame after 0.200000 seconds (for stamp=411.885000)! Error=\"canTransform: source_frame camera_depth_optical_frame does not exist.. canTransform returned after 0.204 timeout was 0.2.\".";"4";"/rtabmap/rtabmap";"412.517000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:Transform rtabmap_ros::getTransform:1081"
"Could not convert rgb/depth msgs! Aborting rtabmap update...";"8";"/rtabmap/rtabmap";"399.362000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/CoreWrapper.cpp:CoreWrapper::commonDepthCallbackImpl:1031"
"TF of received image 0 at time 398.686000s is not set!";"8";"/rtabmap/rtabmap";"399.362000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:convertRGBDMsgs:1217"
"Could not get transform from robot_footprint to camera_depth_optical_frame after 0.200000 seconds (for stamp=398.686000)! Error=\"canTransform: source_frame camera_depth_optical_frame does not exist.. canTransform returned after 0.202 timeout was 0.2.\".";"4";"/rtabmap/rtabmap";"399.362000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:Transform rtabmap_ros::getTransform:1081"
"Could not convert rgb/depth msgs! Aborting rtabmap update...";"8";"/rtabmap/rtabmap";"396.955000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/CoreWrapper.cpp:CoreWrapper::commonDepthCallbackImpl:1031"
"TF of received image 0 at time 396.280000s is not set!";"8";"/rtabmap/rtabmap";"396.955000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:convertRGBDMsgs:1217"
"Could not get transform from robot_footprint to camera_depth_optical_frame after 0.200000 seconds (for stamp=396.280000)! Error=\"canTransform: source_frame camera_depth_optical_frame does not exist.. canTransform returned after 0.203 timeout was 0.2.\".";"4";"/rtabmap/rtabmap";"396.955000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:Transform rtabmap_ros::getTransform:1081"
"Could not convert rgb/depth msgs! Aborting rtabmap update...";"8";"/rtabmap/rtabmap";"394.576000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/CoreWrapper.cpp:CoreWrapper::commonDepthCallbackImpl:1031"
"TF of received image 0 at time 393.830000s is not set!";"8";"/rtabmap/rtabmap";"394.576000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:convertRGBDMsgs:1217"
"Could not get transform from robot_footprint to camera_depth_optical_frame after 0.200000 seconds (for stamp=393.830000)! Error=\"canTransform: source_frame camera_depth_optical_frame does not exist.. canTransform returned after 0.203 timeout was 0.2.\".";"4";"/rtabmap/rtabmap";"394.576000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:Transform rtabmap_ros::getTransform:1081"
"Could not convert rgb/depth msgs! Aborting rtabmap update...";"8";"/rtabmap/rtabmap";"381.736000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/CoreWrapper.cpp:CoreWrapper::commonDepthCallbackImpl:1031"
"TF of received image 0 at time 381.126000s is not set!";"8";"/rtabmap/rtabmap";"381.736000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:convertRGBDMsgs:1217"
"Could not get transform from robot_footprint to camera_depth_optical_frame after 0.200000 seconds (for stamp=381.126000)! Error=\"canTransform: source_frame camera_depth_optical_frame does not exist.. canTransform returned after 0.201 timeout was 0.2.\".";"4";"/rtabmap/rtabmap";"381.736000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:Transform rtabmap_ros::getTransform:1081"
"Could not convert rgb/depth msgs! Aborting rtabmap update...";"8";"/rtabmap/rtabmap";"376.408000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/CoreWrapper.cpp:CoreWrapper::commonDepthCallbackImpl:1031"
"TF of received image 0 at time 375.765000s is not set!";"8";"/rtabmap/rtabmap";"376.408000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:convertRGBDMsgs:1217"
"Could not get transform from robot_footprint to camera_depth_optical_frame after 0.200000 seconds (for stamp=375.765000)! Error=\"canTransform: source_frame camera_depth_optical_frame does not exist.. canTransform returned after 0.202 timeout was 0.2.\".";"4";"/rtabmap/rtabmap";"376.408000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:Transform rtabmap_ros::getTransform:1081"
"Could not convert rgb/depth msgs! Aborting rtabmap update...";"8";"/rtabmap/rtabmap";"372.952000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/CoreWrapper.cpp:CoreWrapper::commonDepthCallbackImpl:1031"
"TF of received image 0 at time 372.298000s is not set!";"8";"/rtabmap/rtabmap";"372.952000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:convertRGBDMsgs:1217"
"Could not get transform from robot_footprint to camera_depth_optical_frame after 0.200000 seconds (for stamp=372.298000)! Error=\"canTransform: source_frame camera_depth_optical_frame does not exist.. canTransform returned after 0.203 timeout was 0.2.\".";"4";"/rtabmap/rtabmap";"372.952000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:Transform rtabmap_ros::getTransform:1081"
"Could not convert rgb/depth msgs! Aborting rtabmap update...";"8";"/rtabmap/rtabmap";"359.079000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/CoreWrapper.cpp:CoreWrapper::commonDepthCallbackImpl:1031"
"TF of received image 0 at time 358.405000s is not set!";"8";"/rtabmap/rtabmap";"359.079000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:convertRGBDMsgs:1217"
"Could not get transform from robot_footprint to camera_depth_optical_frame after 0.200000 seconds (for stamp=358.405000)! Error=\"canTransform: source_frame camera_depth_optical_frame does not exist.. canTransform returned after 0.205 timeout was 0.2.\".";"4";"/rtabmap/rtabmap";"359.079000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:Transform rtabmap_ros::getTransform:1081"
"Could not convert rgb/depth msgs! Aborting rtabmap update...";"8";"/rtabmap/rtabmap";"352.546000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/CoreWrapper.cpp:CoreWrapper::commonDepthCallbackImpl:1031"
"TF of received image 0 at time 351.890000s is not set!";"8";"/rtabmap/rtabmap";"352.546000000";"/map,/rosout,/rtabmap/cloud_ground,/rtabmap/cloud_map,/rtabmap/cloud_obstacles,/rtabmap/global_path,/rtabmap/goal_out,/rtabmap/goal_reached,/rtabmap/info,/rtabmap/labels,/rtabmap/local_path,/rtabmap/mapData,/rtabmap/mapGraph,/rtabmap/mapPath,/rtabmap/move_base/cancel,/rtabmap/move_base/goal,/rtabmap/octomap_binary,/rtabmap/octomap_empty_space,/rtabmap/octomap_full,/rtabmap/octomap_grid,/rtabmap/octomap_ground,/rtabmap/octomap_obstacles,/rtabmap/octomap_occupied_space,/rtabmap/proj_map,/rtabmap/scan_map,/tf";"/tmp/binarydeb/ros-kinetic-rtabmap-ros-0.17.0/src/MsgConversion.cpp:convertRGBDMsgs:1217"
